"","Country","Date","Cum_conf_cases","Cum_susp_cases","Cum_conf_death"
"2416","Spain","2015-12-15",1,0,0
"2417","United States of America","2015-12-15",4,0,1
"2418","Sierra Leone","2015-12-16",8704,5131,3589
"2419","Guinea","2015-12-16",3351,3,2083
"2420","Liberia","2015-12-16",3151,5636,NA
"2421","Liberia 2","2015-12-16",9,NA,3
"2422","Italy","2015-12-16",1,0,NA
"2423","United Kingdom","2015-12-16",1,0,NA
"2424","Mali","2015-12-16",7,0,NA
"2425","Nigeria","2015-12-16",19,0,7
"2426","Senegal","2015-12-16",1,0,0
"2427","Spain","2015-12-16",1,0,0
"2428","United States of America","2015-12-16",4,0,1
"2429","Sierra Leone","2015-12-17",8704,5131,3589
"2430","Liberia","2015-12-17",3151,5636,NA
"2431","Guinea","2015-12-17",3351,1,2083
"2432","Liberia 2","2015-12-17",9,NA,3
"2433","Italy","2015-12-17",1,0,NA
"2434","United Kingdom","2015-12-17",1,0,NA
"2435","Mali","2015-12-17",7,0,NA
"2436","Nigeria","2015-12-17",19,0,7
"2437","Senegal","2015-12-17",1,0,0
"2438","Spain","2015-12-17",1,0,0
"2439","United States of America","2015-12-17",4,0,1
"2440","Liberia","2015-12-22",3151,5636,NA
"2441","Sierra Leone","2015-12-22",8704,5131,3589
"2442","Guinea","2015-12-22",3351,0,2083
"2443","Liberia 2","2015-12-22",9,NA,3
"2444","Italy","2015-12-22",1,0,NA
"2445","United Kingdom","2015-12-22",1,0,NA
"2446","Mali","2015-12-22",7,0,NA
"2447","Nigeria","2015-12-22",19,0,7
"2448","Senegal","2015-12-22",1,0,0
"2449","Spain","2015-12-22",1,0,0
"2450","United States of America","2015-12-22",4,0,1
"2451","Liberia","2015-12-23",3151,5636,NA
"2452","Sierra Leone","2015-12-23",8704,5131,3589
"2453","Guinea","2015-12-23",3351,0,2083
"2454","Liberia 2","2015-12-23",9,NA,3
"2455","Italy","2015-12-23",1,0,NA
"2456","United Kingdom","2015-12-23",1,0,NA
"2457","Mali","2015-12-23",7,0,NA
"2458","Nigeria","2015-12-23",19,0,7
"2459","Senegal","2015-12-23",1,0,0
"2460","Spain","2015-12-23",1,0,0
"2461","United States of America","2015-12-23",4,0,1
"2462","Liberia","2015-12-29",3151,5636,NA
"2463","Sierra Leone","2015-12-29",8704,5131,3589
"2464","Guinea","2015-12-29",3351,0,2083
"2465","Liberia 2","2015-12-29",9,NA,3
"2466","Italy","2015-12-29",1,0,NA
"2467","United Kingdom","2015-12-29",1,0,NA
"2468","Mali","2015-12-29",7,0,NA
"2469","Nigeria","2015-12-29",19,0,7
"2470","Senegal","2015-12-29",1,0,0
"2471","Spain","2015-12-29",1,0,0
"2472","United States of America","2015-12-29",4,0,1
"2473","Guinea","2016-03-23",3351,0,2083
"2474","Liberia","2016-03-23",3151,5636,NA
"2475","Sierra Leone","2016-03-23",8704,5131,3589
"2476","Liberia 2","2016-03-23",9,NA,3
"2477","Guinea 2","2016-03-23",2,0,1
"2478","Italy","2016-03-23",1,0,NA
"2479","United Kingdom","2016-03-23",1,0,NA
"2480","Mali","2016-03-23",7,0,NA
"2481","Nigeria","2016-03-23",19,0,7
"2482","Senegal","2016-03-23",1,0,0
"2483","Spain","2016-03-23",1,0,0
"2484","United States of America","2016-03-23",4,0,1
